X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
Texas,,Yes,"White/Caucasian, Asian/Pacific Islander",No,Questioning/unsure,Woman,No,No,Christian,"$500,000 - $749,999",No,No,No,Private,2,My school did not offer,10+,My school did not offer,"Advocacy, Athletics, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Career-oriented internship, Religious group, Research, Paid work","Yes, in both high school and college","Writing, Research",EDII,10,"University of Chicago, Trinity University (didn’t hear back from the rest since I withdrew after hearing from Vandy EDII)",Vanderbilt was not my first choice but was one of my top choices,No,"Yes, and I submitted it",,35,No,"Location, Academics, Faculty","Campus tour, 'Dore For A Day",College of Arts of Science,No,Religious Studies,No,Gillette,Gillette,No,No,"$5,000 - $9,999",No,1,6,1,6,7,7,7,7,7,5,"Yes, in my home state/country",I intend to vote for Kamala Harris,6-9 hours,"News websites/apps, Podcasts, Instagram, Other social media",Never,Never,Never,Never,None,Prefer not to answer,N/A (I have never owned a fake ID)
None of the Above,South sudan ,No,African American/Black,No,Heterosexual,Man,No,Yes,Christian,"Under $50,000",No,No,No,Private,My school did not offer,My school did not offer,My school did not offer,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Career-oriented internship, Religious group, Speech and Debate, Student Government",No,,EDI,1,,Vanderbilt was my first choice,No,No,,,No,"Academics, Faculty, Student Life",None,College of Arts of Science,No,Neuroscience,"Yes, as a pre-med student",West,Gillette,"Yes, full cost of attendence",No,$0 ,No,5,3,1,1,4,2,4,5,4,4,"Yes, in my home state/country",Prefer not to answer,4-6 hours,"News websites/apps, Instagram, Facebook, X (formerly Twitter)",Never,Never,Never,Never,None,Prefer not to answer,N/A (I have never owned a fake ID)
Tennessee,,No,White/Caucasian,No,Heterosexual,Woman,No,No,Christian,"$750,000 - $999,999",No,No,No,Private,9,My school did not offer,4,My school did not offer,"Athletics, Community Service, Family Responsibilities, Paid work",No,,Regular Decision off the waitlist,11,Auburn; UGA; UTK; Wake Forest; TCU,I did not have a ranking of the schools I applied to,"Yes, but I did not submit it","Yes, but I did not submit it",1170,31,"Yes, standardized testing (ACT/SAT) tutoring","Academics, School size, Campus",Campus tour,College of Arts of Science,"Yes, Peabody",Human and Organizational Development (HOD),No,Stambaugh,Stambaugh,No,No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",5,2,2,6,4,4,3,2,4,1,"Yes, in Tennessee",I intend to vote for Donald Trump,4-6 hours,News websites/apps,Once a week,Twice a week,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Oregon,,No,Asian/Pacific Islander,No,Heterosexual,Man,No,No,"None (Atheist, Agnostic, etc.)","$200,000 - $299,999",No,No,No,Public,My school did not offer,7,7,4,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Research, Speech and Debate, Paid work","Yes, in high school but not in college","Research, Math",EDII,25,"University of Oregon, University of Pittsburgh, Oregon State University, UC Davis",Vanderbilt was not my first choice but was one of my top choices,"Yes, and I submitted it",No,1560,,No,"Academics, Brand name/rankings, Student Life",Campus tour,College of Arts of Science,"Yes, Engineering",Computer Science,No,North,North,"Yes, less than half the cost of attendance",No,$0 ,Not sure,4,4,4,4,4,4,4,4,4,4,"I am eligible to vote, but am not registered",Prefer not to answer,4-6 hours,"News websites/apps, Instagram, TikTok, Youtube",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
Pennsylvania,,No,White/Caucasian,No,Heterosexual,Man,No,No,"None (Atheist, Agnostic, etc.)","$150,000 - $199,999","Yes, extended family",No,No,Public,10+,My school did not offer,9,1,"Academic Clubs/Competition, Athletics, Career-oriented internship, Music, Research, Theater, Visual Art, Paid work","Yes, in high school but not in college",I used it to help me come up with ideas for creative writing ,EDII,14,"Case Western, Pitt",Vanderbilt was not my first choice but was one of my top choices,No,"Yes, and I submitted it",,35,"Yes, standardized testing (ACT/SAT) tutoring","Academics, Brand name/rankings, Student Life","Campus tour, Commodore Launch",School of Engineering,No,Mechanical Engineering,No,Stambaugh,Stambaugh,"Yes, less than half the cost of attendance",No,I don't know,No,3,5,3,5,6,4,4,6,6,1,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Television, Instagram, TikTok, Youtube",Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,None,Prefer not to answer,Prefer not to answer
Maryland,,Yes,"White/Caucasian, Asian/Pacific Islander",No,Heterosexual,Woman,No,Yes,"None (Atheist, Agnostic, etc.)","$75,000 - $99,999",No,No,No,Public,7,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Cultural and Affinity Clubs, Journalism, Research, Student Government, Paid work","Yes, in high school but not in college","Writing, Research, Math",EDII,13,Unknown,Vanderbilt was not my first choice but was one of my top choices,No,"Yes, but I did not submit it",,31,"Yes, standardized testing (ACT/SAT) tutoring","Location, Academics, Student Life","Campus tour, Anchor Day (admitted students day)",College of Arts of Science,"Yes, Peabody",Human and Organizational Development (HOD),No,Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,"$200,000 - $249,000",Not sure,2,7,1,5,6,7,5,4,7,4,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Podcasts, Television, Instagram, Facebook, TikTok, Youtube",Once a week,Once a week,Once a week,Once a week,None,Yes,New Jersey
Michigan,,No,Asian/Pacific Islander,No,Heterosexual,Woman,No,No,Christian,"Under $50,000",No,No,No,Public,10+,My school did not offer,2,4,"Academic Clubs/Competition, Advocacy, Community Service, Career-oriented internship, Music, Student Government, Paid work","Yes, in both high school and college","Writing, Research, ",Regular Decision,28,,Vanderbilt was not my first choice nor was it among my top choices,"Yes, and I submitted it",No,1560,,No,"Cost, Academics, School size",Dore For A Day,College of Arts of Science,"Yes, Peabody",Human and Organizational Development (HOD),No,Hank Ingram,Hank Ingram,"Yes, full cost of attendence",No,"$250,000 or more",No,1,5,2,7,6,6,4,6,7,3,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Podcasts, Instagram, TikTok",Once a semester,Once a week,Never,Never,None,Yes,N/A (I have never owned a fake ID)
None of the Above,South Korea,No,Asian/Pacific Islander,No,Heterosexual,Man,No,No,"None (Atheist, Agnostic, etc.)","$200,000 - $299,999",No,No,No,Private,6,My school did not offer,2,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Research",No,,Regular Decision,10,,I did not have a ranking of the schools I applied to,No,No,,,No,"Academics, Faculty, Brand name/rankings",None,College of Arts of Science,No,Biochemistry and Chemical Biology,No,Sutherland,Hank Ingram,No,"Yes, covers partial tuition",$0 ,Not sure,4,4,4,4,4,4,4,4,4,4,I am not eligible to vote,I am not eligible to vote,2-4 hours,"Instagram, Youtube",Once a month,Never,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Kansas,,No,White/Caucasian,No,Heterosexual,Woman,No,No,Christian,"$500,000 - $749,999",No,No,No,Public,7,My school did not offer,5,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Career-oriented internship, Student Government, Paid work",No,,Regular Decision,20,"UT Austin Texas, UVA, withdrew from a lot of others",Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it",No,,,No,"Academics, Campus, Student Life","Campus tour, Commodore Launch, Anchor Day (admitted students day)",School of Engineering,No,Mechanical Engineering,No,Hank Ingram,Hank Ingram,No,"Yes, covers full tuition",$0 ,Not sure,6,2,2,6,6,5,5,4,2,2,"Yes, in my home state/country",I intend to vote for Donald Trump,2-4 hours,"News websites/apps, Television",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
New York,,No,White/Caucasian,No,Heterosexual,Woman,No,No,Episcopalian,"$300,000 - $499,999",No,No,No,Public,2,8,1,2,"Academic Clubs/Competition, Athletics, Community Service, Career-oriented internship, Music, Research, Student Government, Theater, Paid work","Yes, in both high school and college","Writing, Research, Math",Regular Decision off the waitlist,17,"Clemson, NYU, UConn, UMass Amherst, Elon, Wake Forest, Upitt, Cornell, Northeastern",Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it",No,,,"Yes, standardized testing (ACT/SAT) tutoring, Yes, college counseling","Location, Academics, Brand name/rankings",Campus tour,Peabody College of Education and Human Development,No,Child Studies,No,Stambaugh,Stambaugh,No,No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",2,3,2,6,7,5,4,7,6,2,I am not eligible to vote,I am not eligible to vote,4-6 hours,"News websites/apps, Instagram, TikTok",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
Connecticut,,No,Asian/Pacific Islander,No,Heterosexual,Woman,No,No,Christian,"$100,000 - $149,999",No,No,No,Public,9,My school did not offer,10+,2,"Advocacy, Community Service, Cultural and Affinity Clubs, Career-oriented internship, Research, Paid work","Yes, in high school but not in college",Definitions,Regular Decision off the waitlist,9,"Fordham University, University of Connecticut",I did not have a ranking of the schools I applied to,No,No,,,No,"Cost, Academics, School size",None,College of Arts of Science,No,Political Science,"Yes, as a pre-law student",East,Hank Ingram,"Yes, more than half the cost of attendance",No,"$20,000 - $29,999",Not sure,2,5,1,3,7,5,3,5,6,2,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Instagram, TikTok, Youtube",Never,Never,Never,Never,None,Prefer not to answer,N/A (I have never owned a fake ID)
Florida,,No,White/Caucasian,No,Heterosexual,Woman,No,No,Christian,"$100,000 - $149,999",No,No,No,Public,9,0,10+,0,"Music, Student Government",No,,Regular Decision,10,"University of Florida, University of Miami, Lynn University, Stetson University, Florida State University, Florida International University, Washington and Lee University, St Olaf University, University of Central Florida",Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it","Yes, but I did not submit it",1190,27,No,"Location, School size, Student Life",None,Blair School of Music,No,Human and Organizational Development (HOD),No,Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,I don't know,Not sure,4,4,3,5,4,5,4,4,5,3,"Yes, in Tennessee",I intend to vote for Donald Trump,4-6 hours,"News websites/apps, Podcasts, Instagram",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
New Jersey,,No,White/Caucasian,No,Heterosexual,Woman,No,No,"None (Atheist, Agnostic, etc.)","$100,000 - $149,999","Yes, extended family",Yes,No,Private,1,My school did not offer,7,2,"Academic Clubs/Competition, Athletics, Community Service, Music","Yes, in both high school and college","Writing, Research",Regular Decision,2,Tulane University,Vanderbilt was my first choice,"Yes, but I did not submit it",No,,,No,"Location, Academics, Brand name/rankings",Campus tour,College of Arts of Science,"Yes, Peabody",Human and Organizational Development (HOD),No,Sutherland,Hank Ingram,No,No,$0 ,No,7,1,6,5,5,4,4,2,4,1,I am registered to vote but do not vote,I intend to vote for Donald Trump,2-4 hours,"News websites/apps, Television, Instagram",Once a month,Once a month,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Tennessee,,No,White/Caucasian,No,Bisexual/pansexual,Man,No,No,Christian,"$200,000 - $299,999","Yes, one parent",No,No,Private,7,My school did not offer,7,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Journalism, Music, Research, Speech and Debate","Yes, in both high school and college",Research,Regular Decision,4,"Auborn, Dartmouth",Vanderbilt was not my first choice but was one of my top choices,No,"Yes, and I submitted it",,35,"Yes, standardized testing (ACT/SAT) tutoring, Yes, college counseling","Academics, Faculty, Post-grad opportunities","Campus tour, 'Dore For A Day, Commodore Launch, Anchor Day (admitted students day)",College of Arts of Science,No,Economics and History,No,Hank Ingram,Hank Ingram,No,"Yes, covers partial tuition",$0 ,"Yes, I plan to participate in IFC recruitment, Yes, I plan to participate in Panhellenic recruitment",3,2,2,3,3,2,4,1,3,1,"Yes, in Tennessee",I intend to vote for Donald Trump,2-4 hours,"News websites/apps, Television, Print, Instagram",Three times a week,Four or more times a week,,,"Adderall, Cocaine",Yes,Georgia
Illinois,,No,White/Caucasian,No,Heterosexual,Woman,No,Yes,Christian,"$50,000 - $74,999","Yes, sibling(s)",No,No,Public,9,My school did not offer,5,1,"Academic Clubs/Competition, Community Service, Family Responsibilities, Career-oriented internship, Journalism, Music, Theater, Visual Art, Paid work","Yes, in high school but not in college",Research,Regular Decision off the waitlist,16,,Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it",No,1480,,No,"Cost, Location, Academics",None,College of Arts of Science,No,Political Science,"Yes, as a pre-law student",Sutherland,Sutherland,"Yes, more than half the cost of attendance",No,$0 ,Not sure,3,4,3,6,6,5,5,4,7,2,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Television, Youtube",Once a week,Twice a week,Never,Never,None,No,Illinois
None of the Above,Viet Nam,No,Asian/Pacific Islander,No,Heterosexual,Man,No,Yes,Buddhist,"$100,000 - $149,999",No,No,No,Public,My school did not offer,My school did not offer,My school did not offer,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Dance","Yes, in both high school and college","Writing, Research",Regular Decision,20,"Case Western Reserve University, University of Massachusetts--Amherst, University of Washington, University of California--Irvine, Fordham University, University of Rochester, University of Wisconsin--Madison, University of California--San Diego, University of California--Santa Barbara",Vanderbilt was not my first choice but was one of my top choices,"Yes, and I submitted it",No,1500,,"Yes, college counseling","Academics, Brand name/rankings","Anchor Day (admitted students day), None",College of Arts of Science,No,Economics,No,Murray,Murray,No,No,$0 ,Not sure,5,5,5,5,7,5,5,5,7,4,I am not eligible to vote,I am not eligible to vote,2-4 hours,"News websites/apps, Instagram, Facebook",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
